Country Name	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011
Cayman Islands	1.39837295	1.370670321	1.351142225	1.337019932	1.325581395	1.314179907	2.171878702	1.72200047	2.548887859	4.982901144	4.010279965	4.591881457	5.426161586	5.440148354	4.785540282	4.794247426	5.351228879	5.299132948	6.502216463	6.172201722	10.20879733	9.388568026	9.507115285	9.622522472	10.08558486	10.06217965	10.13883677	10.13695357	10.08713785	10.95041218	10.11727778	10.49273206	11.37489964	11.64655172	12.2009649	11.57805001	11.59093484	11.43490842	11.27052091	10.59294147	10.9081924	10.49721818	10.4907246	10.43571863	9.768536333	9.879624869	9.675461741	11.32581585	11.22444969	10.33528599	10.17344935	10.30493107
Cyprus	1.548907456	1.501421768	1.567877983	1.706874057	1.730108584	1.981919924	2.123850397	2.306975769	2.714294785	2.758794094	2.778849742	3.035850272	3.830496815	3.937739821	2.997151019	3.047579472	3.747721003	4.011215155	4.172170302	4.416493508	4.681349448	4.421643042	4.48493952	4.464387083	4.561958502	4.408573057	4.977944521	5.697846222	5.606477867	5.78090053	6.070122918	6.054400374	6.590579022	6.69972912	6.732450912	6.490424824	6.601260126	6.607518751	7.038876041	6.997282524	7.261794131	7.120558679	7.166472936	7.762732054	7.219733281	7.265914897	7.429896031	7.702824917	7.929771311	7.438338502	6.983907546	6.735375823
Czech Republic																																	13.43792539	12.87869897	12.19839007	11.97329435	12.16356186	12.37881467	11.89683587	10.88490528	12.06079797	12.09291775	11.7242835	11.93843632	11.40725261	11.76245004	11.93120143	11.97429552	11.24012897	10.30516177	10.61336839	10.43108813
Germany																																11.62264617	11.06332025	10.81424893	10.62839192	10.57946663	10.8602336	10.5111126	10.42527316	10.01775877	10.09563988	10.3662867	10.04711428	9.976374478	9.909703421	9.667572788	9.782471109	9.489020532	9.525658763	8.803954839	9.179816838	8.917832846
Djibouti	0.482292314	0.497225957	0.506061571	0.655979806	0.783954863	1.05260823	1.134111404	0.669756398	0.861527399	0.562682216	0.872728867	0.95263624	1.064013571	0.943039636	0.947328144	0.883291254	0.79647171	0.713264799	0.654368894	1.079639201	0.970484177	0.802529071	0.905448572	0.886632494	0.870097803	0.848622098	0.837348249	0.800514864	0.679767078	0.708713158	0.64195997	0.624498304	0.625725007	0.636776359	0.620685729	0.604624884	0.604628328	0.534825653	0.561927144	0.593405774	0.502424705	0.444582938	0.546021981	0.567019888	0.535018837	0.54175456	0.529872323	0.578051792	0.615968351	0.563399208	0.622346841	0.561940931
Dominica	0.18330112	0.180240845	0.177481285	0.233121424	0.229470753	0.22552969	0.221220119	0.325079046	0.318675589	0.261137697	0.36114863	0.358675908	0.357820929	0.35778103	0.408516801	0.40693013	0.403810153	0.349661495	0.345761662	0.440492239	0.486901332	0.486494375	0.536624628	0.539625418	0.592925958	0.647351983	0.652803834	0.658730378	0.766695009	0.823559136	0.827205053	0.828127426	0.826622334	0.875486272	0.976195147	1.130410414	1.030837995	1.140171858	1.09548332	1.154101456	1.473557313	1.631883434	1.470876429	1.622612692	1.564308567	1.611479686	1.556231433	2.123695176	1.81071091	1.807803366	1.906487557	1.746141565
Denmark	6.502683093	6.881260155	7.945107361	8.6898313	9.146392939	9.316576004	10.44901166	10.14930055	10.96131479	12.14297486	12.59965647	11.49722715	11.9488346	11.80161179	10.91676863	11.02376646	11.85490289	12.15458515	11.97392623	12.31219662	11.78401383	10.11194239	10.49196453	9.810842233	9.950133216	11.74744309	11.50329653	11.37930503	10.74325063	9.505090019	9.770698699	11.69331148	10.5045545	10.99825503	11.7169489	10.92454083	13.71465193	11.64768852	11.22730415	10.36266364	9.613175554	9.875092348	9.68193193	10.38827349	9.362701019	8.690076931	10.11291416	9.20201511	8.547356106	8.05955954	8.394657734	7.248328717
Dominican Republic	0.316155334	0.302506327	0.353029129	0.343658929	0.465454148	0.39894126	0.41789414	0.380469161	0.553066499	0.606689677	0.690547919	0.760937217	0.982245556	1.220224128	1.278471377	1.231130923	1.199249459	1.037382663	0.982978685	1.199736255	1.111600233	1.037738633	1.043006237	1.273301381	1.171994901	1.124028931	1.234591817	1.441945841	1.424662705	1.471914996	1.284840456	1.371066238	1.46266565	1.545528895	1.609061051	2.012746914	2.157968488	2.205103244	2.217515361	2.202170904	2.311300988	2.278507374	2.415109633	2.399070827	2.011351976	2.017778603	2.103236007	2.241251046	2.222311005	2.103476066	2.158413689	2.182907888
Algeria	0.553763578	0.531809994	0.48495366	0.452824458	0.459568917	0.522448527	0.649480608	0.632118427	0.659262551	0.797205643	1.036082667	1.247898294	1.843623714	2.424182387	1.963829943	1.916994263	2.278671101	2.368082096	3.43337072	2.43173222	3.439876556	2.328502978	1.908557235	2.479009	3.247629232	3.22549764	3.281974148	3.517073769	3.413726487	3.169213147	3.045837153	3.05865541	3.014447082	2.961739082	3.049884255	3.298667223	3.302462522	2.950878349	3.529699396	2.994118743	2.819778007	2.668327798	2.840027912	2.856410052	2.727017138	3.220154559	2.990267154	3.189978037	3.205182841	3.428471639	3.309911831	3.316037892
East Asia & Pacific (developing only)	0.952728672	0.69663145	0.562553533	0.545513951	0.539832257	0.57297349	0.615092307	0.520513341	0.553969793	0.650687941	0.820723366	0.898985472	0.929507323	0.951476155	0.94474999	1.060785761	1.091955398	1.18509099	1.296527028	1.308068683	1.270975986	1.243633388	1.320264043	1.369746643	1.453211597	1.546488953	1.596273433	1.672429145	1.763341193	1.767514163	1.803358859	1.888599284	1.958331171	2.073591644	2.171724479	2.337506714	2.427823689	2.432017013	2.264600245	2.261668536	2.321837218	2.379628865	2.487427216	2.945471697	3.363691065	3.617487768	3.920063514	4.11407404	4.252016257	4.591647887	4.867541173	5.302499354
East Asia & Pacific (all income levels)	1.162002504	0.996652026	0.895838567	0.914691315	0.942871682	0.999216238	1.056038157	1.040048038	1.126023275	1.281289625	1.530650525	1.609361272	1.672818721	1.743603931	1.721536862	1.783524108	1.843972711	1.951087456	2.039201821	2.087861495	2.051480083	2.000553734	2.042487044	2.071399602	2.182652229	2.250591028	2.291716724	2.358752379	2.506293763	2.5443645	2.600990903	2.679786634	2.767746656	2.885519969	3.014054915	3.167558796	3.280326491	3.302110631	3.091376262	3.122631263	3.207972471	3.244573836	3.356890665	3.762140949	4.152742699	4.356894383	4.625686739	4.815501065	4.917487209	5.159271434	5.453788608	5.859548487
Europe & Central Asia (developing only)																																	6.917037634	6.212878093	5.457307449	5.313924895	5.105926919	4.684615125	4.62012686	4.497910677	4.584423378	4.623433635	4.674349587	4.89908865	4.969567978	4.985584348	5.245724889	5.415632441	5.417164592	4.86767075	5.229406982	5.412707404
Europe & Central Asia (all income levels)																																	8.935123013	8.478447199	7.936973597	7.854844662	7.900551344	7.589771105	7.56400066	7.501920083	7.558977538	7.655712529	7.620211219	7.811823922	7.824118093	7.804179284	7.968740313	7.930590121	7.882303433	7.225904455	7.611680465	7.541334226
Ecuador	0.388033962	0.352048961	0.325336409	0.362722269	0.420670187	0.4337438	0.447716962	0.465781971	0.543884145	0.609111227	0.705317726	0.676027884	0.714723972	0.795857812	0.895955182	1.053803042	1.129816577	1.01493199	1.376828541	1.565373826	1.685364252	2.039812816	2.298173404	2.272324509	2.409135417	2.148074553	1.647458051	1.59040026	1.773411291	2.031345804	1.647588271	1.576030103	2.083259992	2.208664986	1.218023689	1.993991124	2.044810707	1.532607278	1.82748771	1.715686519	1.658318708	1.824262709	1.88875499	1.995802056	2.121270026	2.177469736	2.066175813	2.203997908	2.064521305	2.355257087	2.293303404	2.354017387
"Egypt, Arab Rep."	0.593007187	0.614463121	0.651081042	0.735083038	0.848084351	0.895340981	0.839007617	0.606260151	0.688797443	0.578628942	0.623025305	0.648098721	0.702749457	0.642299969	0.690818689	0.805185814	0.873776732	0.937781796	0.951339179	1.014795327	1.043123042	1.146465345	1.239259047	1.219716142	1.328271941	1.294974343	1.469309199	1.433869292	1.39005973	1.311529011	1.346582307	1.364466228	1.379185401	1.54980851	1.392341946	1.533179998	1.604365105	1.670958138	1.854342271	1.868390547	2.068140433	1.80246891	1.793764997	2.048004318	2.050540499	2.231160223	2.341757815	2.491357004	2.491853031	2.462249164	2.494817067	2.635115225
Euro area	4.251980961	4.445012703	4.794909715	5.216053079	5.413363328	5.592186264	5.767321547	6.08898121	6.453633936	6.814663276	7.410530415	7.679496724	8.152577621	8.69785402	8.596541568	8.073343033	8.817052242	8.527172568	8.863413653	9.261144772	9.052021828	8.48029081	8.084388707	7.85431096	7.831721174	7.897233614	7.720035934	7.87510299	7.830167114	8.358666447	8.241252545	8.466854982	8.211020477	8.011550011	7.950689007	8.069641678	8.260991659	8.137322752	8.286031561	8.174123305	8.192800843	8.361430673	8.312308907	8.412323409	8.432180494	8.335103042	8.258420033	8.130711421	7.9125701	7.310433287	7.420268336	7.132483
Eritrea																																			0.071059773	0.092715295	0.106485734	0.161947512	0.176909452	0.180695382	0.172190987	0.172564423	0.159706979	0.184824489	0.189441072	0.182856855	0.130342391	0.131490396	0.092069391	0.111761081	0.109470529	0.108718365
Spain	1.606592711	1.74622172	1.935781533	1.879509312	2.037725257	2.225610193	2.407735709	2.647227559	2.93409754	2.897101868	3.457969859	3.763558021	4.203327913	4.462383496	4.925482397	5.11233151	5.521604916	5.379805252	5.437472164	5.476873749	5.742764043	5.492451569	5.532179658	5.373948129	5.197505001	5.237900974	4.942639092	4.941089809	5.140885817	5.843344438	5.626634657	5.794547705	5.987588918	5.594716862	5.939807762	6.134287753	5.909733061	6.368314307	6.584444749	7.071918993	7.312740021	7.307637297	7.591280782	7.611166445	7.908050681	8.097058048	7.88419571	7.920890716	7.16545181	6.216973378	5.815786526	5.790764234
Estonia																																	14.99960342	12.57079313	12.53161748	11.71339604	13.28891617	13.11388068	11.90979515	11.07308528	10.86724625	11.23520097	10.82806467	12.43984913	12.63554732	12.38596224	12.02085298	14.05608572	13.08183443	11.04896311	13.77319664	14.04988252
Ethiopia	0.015892219	0.015042523	0.017054836	0.017719905	0.016683919	0.025801694	0.032177736	0.040882781	0.064098259	0.060335134	0.058202254	0.063318889	0.046727316	0.056490424	0.05456418	0.037155796	0.035514359	0.031200013	0.04027371	0.053462499	0.051716809	0.051713255	0.039921511	0.048210431	0.042154225	0.044515527	0.052613302	0.059387048	0.059526165	0.060888166	0.062799074	0.059956589	0.057489213	0.056639088	0.053250018	0.037479018	0.063375665	0.070156446	0.080114599	0.078452585	0.087585994	0.062999385	0.063659604	0.068295273	0.070380123	0.065960442	0.068835709	0.073120622	0.076668381	0.076906232	0.07559157	0.083943117
European Union	5.762829217	5.922975884	6.210078203	6.574755558	6.791062779	6.963058906	7.1168493	7.225457954	7.593186316	8.007198526	8.491740222	8.657663022	8.945422476	9.347465766	9.161499063	8.94291343	9.483470537	9.409139134	9.676607436	10.05016605	9.731829628	9.153993848	8.927862592	8.779444804	8.701472082	8.903770755	8.858157197	9.000877143	8.854264115	9.076781015	8.53993001	8.582532617	8.303731714	8.162298677	8.035747799	8.13756524	8.353201635	8.145648915	8.158984978	7.990039869	8.002828524	8.159770822	8.074617379	8.208399094	8.196287098	8.129905722	8.135652209	8.008063396	7.810485894	7.179203011	7.353037471	7.06979787
Fragile and conflict affected situations	0.274430039	0.264562981	0.28105397	0.281452103	0.285228311	0.375803998	0.460190348	0.49979624	0.666105529	0.693960079	0.667982286	0.64702735	0.585299896	0.594262885	0.567827572	0.575084942	0.711637538	0.678899151	0.664540141	0.784238647	0.727320537	0.67302209	0.654203765	0.710779828	0.723332755	0.751980996	0.770628347	0.800928787	0.880441637	0.872108257	0.758718399	0.7660156	0.800885853	0.787843336	0.838242776	0.825532733	0.792909501	0.786281686	0.807404014	0.804615058	0.797258811	0.817066192	0.778084963	0.82649212	0.887934693	0.87403137	0.830409891	0.751949073	0.831165542	0.865539521	0.880163093	0.858628846
Finland	3.409846728	3.348877215	3.742567366	4.279630907	5.024189944	5.549837063	6.444050245	6.213386589	7.200890139	8.20434233	8.769643882	8.799132244	9.51830728	10.58429033	9.9520677	9.785017744	10.85124292	10.59729975	10.92339046	11.40345731	12.18667255	10.73140319	8.925664185	8.562246655	8.65558094	10.13132618	10.84333288	11.68994386	10.54993985	10.59243558	10.37716896	10.71047721	9.415521088	9.948375064	11.24602792	10.32014335	11.95863616	11.66057821	11.05828449	10.7295164	10.12847414	10.9967421	11.86067583	13.26109694	12.83267498	10.41643805	12.57063845	12.09848186	10.65165217	9.958628519	11.53084023	10.1640461
Fiji	0.494050328	0.414297363	0.547993719	0.55483164	0.944322592	0.743069388	0.677464526	0.729024351	0.793839086	0.849010809	1.000355408	1.0347046	1.067380727	1.13826702	1.186907706	1.08116311	0.823872427	1.281057671	1.167474087	1.35106614	1.252627287	1.661807155	1.256731558	1.04329804	0.83249758	0.814129722	0.842052305	0.660514739	0.765947175	0.870415553	1.122305545	0.917411883	0.970269994	1.010214245	1.068012684	1.120672136	1.140563355	0.929631877	0.879734704	0.995758183	1.066799142	1.369132232	1.024991081	1.055250506	1.384610591	1.659881726	1.644275372	1.440917951	1.278570124	0.994392232	1.505259596	1.424813248
France	5.793507945	5.927130464	6.207578239	6.844149785	6.982957004	7.033701955	6.874765083	7.30642216	7.501194027	8.00297878	8.436868233	8.81155982	9.07734214	9.666680526	9.262230669	8.237752775	9.27004864	8.780463816	9.20614423	9.598217534	9.131853937	8.180155178	7.821404774	7.52548753	7.177923254	7.058284444	6.749452533	6.56706621	6.435519509	6.714180737	6.419668186	6.670624392	6.216012937	6.088322359	5.698798649	5.86337915	6.280524233	5.861894899	6.344928499	6.173259953	5.976826414	6.212048122	6.131021892	6.206664599	6.194114409	6.181610461	5.995893723	5.856547408	5.774521922	5.511405389	5.496706655	5.185043424
Faeroe Islands	1.712251211	3.273164411	3.338093477	3.507116737	3.366466366	3.731237797	3.786164547	4.527403511	4.861074288	5.572948328	6.652240392	6.678731755	5.962601626	6.368402507	7.495612723	8.595450171	8.054620003	9.820662533	9.528989653	11.31150513	9.804812834	10.10216029	10.39281261	10.92028839	11.02393952	11.27938482	10.56704157	10.5672755	11.04957208	12.04419499	12.97890945	12.50797996	12.99126122	14.66767763	13.15515695	15.63291685	13.80916948	13.35943509	13.97695342	13.91559801	14.82859048	16.22428316	15.45561831	15.64603029	15.93254059	14.94505244	13.98608391	14.18539476	12.97012071	11.8429021	12.9866782	11.72121175
"Micronesia, Fed. Sts."																																						0.709702689	0.745352748	1.088453547	1.26295262	1.642399925	1.371058953	1.373202516	1.376307764	1.139484736	1.179769114	1.360991625	1.158310361	1.622550764	1.167845665	1.240335923
Gabon	0.264452943	0.327297719	0.172630373	0.142057451	0.364044575	0.406287558	0.702902157	1.827444933	3.466904527	2.480128487	3.529552514	4.728986562	4.467655257	8.506676806	8.56417759	8.262784373	8.601600846	9.302746374	10.88381165	9.492897136	9.09753348	8.794800112	8.549847627	7.01234535	7.419420905	7.61150404	5.824804024	4.58752938	4.808124037	6.228749212	5.086910316	1.510654719	2.120775673	3.182178254	3.166029519	3.550727186	3.170736914	3.100079732	1.391011445	1.195483744	0.854557841	1.413926145	1.37954238	1.093345462	1.374250106	1.57828952	1.478335179	1.381898977	1.39589453	1.423082894	1.455445622	1.418165749
United Kingdom	11.15075916	11.15413892	11.14292839	11.25485346	11.26583889	11.45615951	11.31896078	10.78410455	10.99348823	11.34267041	11.7323973	11.82303629	11.56235418	11.74552694	10.98359286	10.73605364	10.65454202	10.76186851	10.76729499	11.46539104	10.28675704	9.955296648	9.740461658	9.687798405	9.381702909	9.900139784	10.03463939	10.06774667	10.02074396	10.19193063	9.710497347	9.870362031	9.659401562	9.452091001	9.446118546	9.2723181	9.474872432	9.037187368	9.093651543	9.04651127	9.199798297	9.233237014	8.877934874	9.028317864	8.987428516	8.981481479	8.8973241	8.615489319	8.4377732	7.598999603	7.841653312	7.085732086
Georgia																																	3.146690058	2.026478386	1.25134791	0.486454584	0.880982431	0.979139818	1.105665099	0.975944975	1.026657085	0.859400875	0.777669956	0.87166324	1.001179399	1.161964965	1.398262619	1.463156731	1.463855559	1.421607835	1.466701177	1.769150524
Ghana	0.219944425	0.195992162	0.202357559	0.235983576	0.219630931	0.221145789	0.18262989	0.185683744	0.214550845	0.201312057	0.305406424	0.260051094	0.266842845	0.264726804	0.305828964	0.279368196	0.242918646	0.294730688	0.286858165	0.251979239	0.236952423	0.274094661	0.264935613	0.307352589	0.209693217	0.261552906	0.232546002	0.243734357	0.24909748	0.234976683	0.268728065	0.268880674	0.264746912	0.293226407	0.310383391	0.323797083	0.335320534	0.364016153	0.356312531	0.356239678	0.334072085	0.358645138	0.375072777	0.375812764	0.352614883	0.32693445	0.42630423	0.436236777	0.395319087	0.325052954	0.415441052	0.404379798
Guinea	0.114804749	0.169535949	0.178831524	0.18579863	0.183734592	0.179671278	0.182040147	0.180529006	0.182699447	0.17980783	0.187897734	0.191137475	0.193889744	0.18591796	0.193455828	0.193454419	0.202755549	0.20531957	0.204272392	0.212514196	0.214003855	0.21597385	0.209766847	0.198433214	0.19830735	0.195671954	0.190947426	0.184883028	0.185059487	0.18131913	0.175021818	0.168747045	0.159142097	0.15425297	0.163001804	0.159028583	0.156612982	0.153610224	0.146290203	0.147149249	0.145443687	0.144947897	0.145243067	0.144600721	0.141801846	0.122119267	0.119290573	0.119193056	0.191660762	0.196768408	0.225765923	0.229423425
"Gambia, The"	0.049832984	0.058401639	0.066929144	0.075400314	0.074352684	0.073181744	0.080853639	0.079268966	0.086179141	0.109387334	0.106579056	0.119525938	0.139095288	0.127258809	0.123318536	0.190010939	0.18457744	0.206002649	0.245401777	0.250668626	0.260901003	0.252122997	0.248916233	0.239662522	0.24582761	0.235419865	0.210472764	0.223449077	0.217481555	0.203919668	0.207986161	0.208551959	0.202120851	0.207299245	0.20163376	0.203006157	0.197431374	0.192008953	0.202491629	0.215177883	0.223804444	0.222838238	0.241162553	0.233541799	0.231368576	0.22401013	0.226764113	0.257764784	0.258833628	0.266259849	0.279410774	0.241098417
Guinea-Bissau	0.029744957	0.047057087	0.064029728	0.074884581	0.091110966	0.10114839	0.099617113	0.070739717	0.09085265	0.083947021	0.097878982	0.10117774	0.089424847	0.146384888	0.134221555	0.146023929	0.120387545	0.12747166	0.125310757	0.131895721	0.172587853	0.164961641	0.161566305	0.158131826	0.174547642	0.182391282	0.18979565	0.196767701	0.21421789	0.223684809	0.239557928	0.2376339	0.235679474	0.246694273	0.241268588	0.239109577	0.236971482	0.214041118	0.136738907	0.150925623	0.111505145	0.1118948	0.112225083	0.138652195	0.14085958	0.14539809	0.144756166	0.151256889	0.145619048	0.146971003	0.145854598	0.146810683
Equatorial Guinea	0.087269698	0.08624853	0.085298907	0.098352427	0.096958182	0.108882926	0.093182561	0.090881411	0.10161378	0.150691405	0.126054898	0.231669094	0.32013852	0.111799207	0.205691803	0.261664708	0.272829127	0.282906441	0.323632969	0.289929958	0.26595952	0.299110478	0.291841258	0.228181655	0.27338778	0.209938074	0.244283824	0.28841213	0.299990409	0.321093662	0.320675318	0.516636312	0.535419879	0.245396251	0.084649709	0.294451433	0.252981606	0.611375553	0.339858562	0.921487805	0.856491667	5.637356172	8.772418191	10.25534109	8.607938621	7.528919929	7.359918726	7.204040865	6.562117562	6.533815076	6.421061876	8.907241536
Greece	1.128920482	1.169782628	1.20320119	1.445674897	1.553764446	1.991253557	2.165209851	2.249413986	2.553669959	2.903833843	2.748329714	3.149595925	3.552052128	4.17251217	4.041382514	4.29709731	4.670280089	5.049153465	5.09882429	5.37207897	5.333642555	5.213292152	5.326966418	5.640921404	5.765561878	6.100162266	5.93248835	6.346832663	6.773932665	7.352537262	7.313130716	7.221167163	7.280698034	7.234470062	7.382623293	7.408216648	7.492762887	7.768531427	8.09896464	7.961029646	8.391708638	8.565334954	8.52805993	8.688983551	8.787284041	8.895346335	8.742449079	8.80106122	8.74361278	8.483171443	7.774920307	7.556057769
Grenada	0.244844816	0.200909489	0.277730892	0.157122351	0.233899602	0.232630922	0.309197074	0.386154462	0.42515942	0.503485351	0.465995976	0.506169038	0.507478416	0.587478239	0.393661904	0.515624155	0.521364904	0.528579507	0.57637813	0.538223572	0.535605141	0.647772564	0.669656573	0.649493129	0.633268996	0.623970292	0.659097717	0.737968022	0.972252532	1.059925055	1.142533702	1.178549583	1.244956328	1.268316006	1.438719153	1.536253279	1.564357713	1.70431644	1.737537265	1.915901854	1.876441645	1.908226885	2.011283056	2.113420793	2.000370165	2.101514313	2.237296507	2.301012675	2.505022418	2.425962147	2.487241705	2.408137432
Greenland	6.882676923	8.70504451	7.543542857	9.066758242	8.387287234	8.793316327	9.597580247	9.977040573	12.50497696	9.065412027	8.219137931	9.94440678	11.46412008	11.37518367	11.26028283	10.20254032	4.426961771	14.62346154	7.974979675	11.53330645	11.24936255	10.35388235	10.03974757	6.968003839	10.78529412	9.581071429	6.100242991	4.338040665	9.970492701	8.554122966	10.02489209	9.910810811	8.753056058	9.101068841	9.117945946	9.068924731	9.249499106	9.363946429	9.47798574	9.674081996	9.461120996	9.566086957	9.522319772	9.366951467	10.24499657	10.69152542	11.04479163	11.28207939	11.71815083	10.2217389	11.66377295	12.44034101
Guatemala	0.326049925	0.332099081	0.317326737	0.339922085	0.3849642	0.418026256	0.358482819	0.39731738	0.417332997	0.432415636	0.423943612	0.437844937	0.472297881	0.497674848	0.505724182	0.564925922	0.516742512	0.579612171	0.611324294	0.676969123	0.633606644	0.542746721	0.483029466	0.412351549	0.432321381	0.434122259	0.444685282	0.468496448	0.472583702	0.474972107	0.555342349	0.538425786	0.625582317	0.573848362	0.676691242	0.691809704	0.62681398	0.698875419	0.785963472	0.78265315	0.848306649	0.887301495	0.904184642	0.835281873	0.902390417	0.944599482	0.928571826	0.915844454	0.811036638	0.864736542	0.771619509	0.748055056
Guam																																																				
Guyana	1.169858673	1.266364164	1.129605917	0.995425659	1.020889367	1.657645773	1.782752456	1.969962172	1.957335149	1.98905706	2.272233492	2.130974083	2.193440496	2.502589056	2.129211875	2.467235097	2.333964485	2.491335113	2.660521425	1.946846332	2.274935356	2.285683637	1.788060845	1.597684167	1.816186949	1.854966322	1.383136271	1.75685534	1.911164121	1.646076969	1.583320144	1.563900867	1.466552679	1.461889681	1.926717642	2.028545676	2.094157298	2.178651339	2.247996788	2.268996162	2.168922069	2.146426827	2.126849835	2.108728589	2.193790574	1.935991488	1.735612911	2.095040757	2.083255358	2.085662452	2.282864015	2.357722028
High income	7.528170708	7.573803373	7.823508017	8.147331049	8.457216712	8.728554622	9.009657428	9.324565336	9.728743791	10.25170302	11.0385643	11.13786352	11.57325675	12.06735805	11.68460194	11.19264173	11.69166761	11.8430335	12.04758015	12.28048886	11.94031903	11.35834407	10.85609299	10.75214486	10.95666551	11.00159438	10.96374812	11.19744281	11.52270586	11.70893005	11.44143398	11.46716657	11.51388219	11.4694367	11.340755	11.26204877	11.44132027	11.38970637	11.33002412	11.43830671	11.69883948	11.5997923	11.60205114	11.73316248	11.82922433	11.79169638	11.77433584	11.7645353	11.56519793	10.84672331	11.22817465	11.07028048
"Hong Kong SAR, China"	0.960982311	1.064878003	1.115011194	1.242378614	1.20538264	1.336178604	1.42340092	1.627238638	1.631620691	2.008171019	2.122025006	2.264397202	2.251635464	2.191589259	2.463731254	2.469816882	2.768511952	3.104833868	3.375132726	3.222395683	3.291036717	3.605876259	3.742575933	3.931746272	4.139887364	4.217970749	4.651619303	5.057252482	5.238943777	5.337148183	4.848835305	5.022999478	5.763015602	5.953204542	5.20758475	5.136456685	4.563023231	4.754617293	5.9955733	6.471437675	6.07131958	5.655360201	5.479212793	5.952582457	5.663078352	5.951097722	5.622615683	5.778084525	5.543874932	5.305811582	5.166229891	5.695268539
Honduras	0.307669104	0.356228478	0.32740949	0.321733003	0.316458031	0.319528682	0.333331405	0.352498584	0.479891074	0.44927508	0.516400384	0.481166798	0.540011458	0.515951492	0.516803256	0.536881362	0.554932895	0.605439754	0.600526568	0.548496672	0.565804478	0.485890505	0.455970019	0.502004954	0.483419027	0.449998537	0.423270332	0.48345741	0.540767757	0.572343471	0.528732831	0.535386874	0.593991532	0.535772188	0.611672921	0.693899415	0.691815846	0.710112081	0.776813977	0.775436198	0.805872102	0.896705918	0.937203579	1.021577338	1.090866136	1.097939139	1.00008677	1.230602978	1.194640242	1.058414368	1.080473355	1.103745053
Heavily indebted poor countries (HIPC)	0.119892056	0.123377216	0.120687079	0.124583799	0.13224467	0.150704549	0.153300712	0.162854046	0.181938381	0.195505603	0.20648351	0.216015994	0.215680722	0.225341446	0.22413482	0.217882766	0.206669592	0.208457963	0.21131759	0.209137658	0.220368972	0.210898499	0.210195033	0.206295498	0.195101121	0.20216518	0.174114031	0.188114566	0.198272294	0.204030581	0.17614214	0.168445028	0.167924619	0.16739804	0.17001261	0.17696436	0.183162385	0.184971524	0.172221064	0.169306671	0.167213713	0.167703178	0.170031767	0.182823208	0.189878533	0.185273227	0.19259863	0.201442116	0.2052955	0.207488724	0.221467257	0.230193318
Croatia																																	3.752317226	3.540551724	3.629147097	3.772242664	4.120683133	4.220418635	4.536293268	4.499603865	4.438345911	4.665514189	4.927324775	5.302283784	5.191956522	5.201658487	5.219693694	5.5005	5.269158157	4.866616935	4.728821777	4.801530011
Haiti	0.073981936	0.075323271	0.075662831	0.060763227	0.071822341	0.071260015	0.069847908	0.058566007	0.058229032	0.068227551	0.081772036	0.084155391	0.080460234	0.085009943	0.093709959	0.094165444	0.1288081	0.132498711	0.138591885	0.13571075	0.132142239	0.131714396	0.138545472	0.146759635	0.146319666	0.147617492	0.129207842	0.136882387	0.150160186	0.149182878	0.139971038	0.137701251	0.123110762	0.088136128	0.039178826	0.115358616	0.129820823	0.168614245	0.149193484	0.158383898	0.159990488	0.180553862	0.206702881	0.193224572	0.217948715	0.22405596	0.224474915	0.250172074	0.250131013	0.229630548	0.211960718	0.217962048
Hungary	4.544465241	4.883326797	5.02503803	5.579045568	6.166240754	6.04003721	6.065040728	5.758242269	5.962915575	6.06091396	6.77148766	6.682458042	6.677025672	7.004242405	7.071735479	7.152381214	7.54942716	7.814048438	8.253547228	8.055706328	8.109349235	8.08620576	8.114608938	8.338813278	8.516383853	8.085937427	7.85827798	7.956129524	7.38591771	7.259329314	6.710469301	6.418858426	5.823721681	5.977294089	5.693705766	5.844711547	6.018705804	5.917168052	5.762720948	5.74324842	5.465860201	5.590715986	5.52182927	5.83089647	5.684910755	5.751848927	5.698187039	5.572459521	5.463501182	4.867185924	5.074749628	4.862989931
Indonesia	0.243805292	0.288719865	0.248446979	0.239681349	0.229361138	0.246138797	0.226991958	0.231915478	0.253505277	0.298673302	0.311951855	0.330621478	0.358007997	0.39547025	0.402156668	0.412805019	0.461238948	0.600297744	0.667780175	0.660145713	0.642649541	0.663407119	0.682224208	0.664097632	0.694402064	0.734768045	0.722917266	0.718414527	0.755209446	0.734806322	0.824341653	0.973544534	1.078897628	1.145267204	1.141660103	1.142077453	1.266918319	1.37369341	1.021663214	1.159817226	1.245241619	1.375191469	1.411135411	1.437952342	1.512238393	1.511534344	1.505337668	1.616659186	1.752149102	1.90009103	1.80860092	2.303780983
Isle of Man																																																				
